,coef,odds_ratio,pvalue,pr_sq,N,major_city,state,isp,model,intercept,probability_treatment,probability_exposure,odds_directional,is_coef_positive,probability_delta,perc_probability
"C(redlining_grade, Treatment('rest'))[T.D]",0.17803028861306636,1.1948615113847094,0.11435751595215923,0.14728923598539356,5195,Salt Lake City,UT,CenturyLink,redlining_grade_controls,-3.69752987531638,0.024185248691274235,0.028762471772072026,1.1948615113847094,True,0.00457722308079779,1.1892568126640435
"C(redlining_grade, Treatment('rest'))[T.D]",0.530614595366997,1.6999767854767107,2.0212616145335743e-15,0.21245103842818258,17938,Seattle,WA,CenturyLink,redlining_grade_controls,-2.5301302618505415,0.07377274527337996,0.11925378331403692,1.6999767854767107,True,0.045481038040656965,1.616501905576615
"C(redlining_grade, Treatment('rest'))[T.D]",-0.5989010608961804,0.5494150781738808,0.009090832462214161,0.32752288767775917,9536,Boston,MA,Verizon,redlining_grade_controls,-0.5974486340944288,0.3549276227694547,0.232125221880615,-0.5494150781738808,False,-0.12280240088883973,0.6540072031288285
"C(redlining_grade, Treatment('rest'))[T.D]",2.5982262323365823,13.439877659483638,3.2861099068852865e-23,0.1384668783030999,4535,Newark,NJ,Verizon,redlining_grade_controls,-3.4612905301616648,0.030433929595540032,0.2966995238574001,13.439877659483638,True,0.2662655942618601,9.748971881070535
"C(redlining_grade, Treatment('rest'))[T.D]",1.5998685953013243,4.952381615422471,1.7075241161982184e-30,0.03906294242066699,44096,Philadelphia,PA,Verizon,redlining_grade_controls,-6.851686203071126,0.0010565532553190801,0.005210695565086361,4.952381615422471,True,0.004154142309767281,4.9317869580674625
"C(redlining_grade, Treatment('rest'))[T.D]",0.9018552701940785,2.4641705751281147,1.585390174154775e-05,0.12374825183537563,9208,Atlanta,GA,EarthLink,redlining_grade_controls,-3.985129477641344,0.018250754959609778,0.04380247406747733,2.4641705751281147,True,0.025551719107867552,2.400036281480702
"C(redlining_grade, Treatment('rest'))[T.D]",-0.04386535493860193,0.9570828152722443,0.8592884177648058,0.20490339568280058,15222,Charlotte,NC,EarthLink,redlining_grade_controls,-5.256391455967669,0.0051870403957555225,0.004965532617861594,-0.9570828152722443,False,-0.00022150777789392822,0.9572959219528762
"C(redlining_grade, Treatment('rest'))[T.D]",0.44949854160721586,1.5675259393335919,1.844297741821527e-16,0.0629981599134487,27829,Chicago,IL,EarthLink,redlining_grade_controls,-2.8325215100478336,0.055591866651646345,0.0844764748800816,1.5675259393335919,True,0.028884608228435256,1.5195833485756831
"C(redlining_grade, Treatment('rest'))[T.D]",0.7977277381095172,2.2204896577333493,4.00486504202576e-23,0.03242226609207166,22597,Columbus,OH,EarthLink,redlining_grade_controls,-7.495059306418442,0.0005555149837739925,0.0012326795191116519,2.2204896577333493,True,0.0006771645353376594,2.2189851851289744
"C(redlining_grade, Treatment('rest'))[T.D]",1.8591792062491264,6.418466371681367,8.126397064378824e-268,0.10922277202111896,19765,Detroit,MI,EarthLink,redlining_grade_controls,0.08555152594680945,0.5213748460885853,0.8748709442170032,6.418466371681367,True,0.35349609812841787,1.67800758088041
"C(redlining_grade, Treatment('rest'))[T.D]",1.2121816592188712,3.360808799748206,3.3711473616229233e-16,0.045303434566712264,45981,Houston,TX,EarthLink,redlining_grade_controls,-3.170122542178801,0.040305675086023056,0.1236900640878939,3.360808799748206,True,0.08338438900187084,3.0688002080080863
"C(redlining_grade, Treatment('rest'))[T.D]",0.6747130831659547,1.9634695426795346,4.359945286661069e-09,0.03357355189275424,10645,Indianapolis,IN,EarthLink,redlining_grade_controls,-2.6017545310736327,0.06902558703401399,0.12707840885240854,1.9634695426795346,True,0.05805282181839455,1.8410333662180614
"C(redlining_grade, Treatment('rest'))[T.D]",2.169125692165191,8.750629950887472,7.300359702465871e-85,0.2038663343906506,13405,Kansas City,MO,EarthLink,redlining_grade_controls,1.381708166192948,0.7992651991175985,0.9721000506456853,8.750629950887472,True,0.17283485152808675,1.2162421830937957
"C(redlining_grade, Treatment('rest'))[T.D]",1.225092639943071,3.4044814591509316,8.815360036707039e-07,0.13819300385076916,5290,Little Rock,AR,EarthLink,redlining_grade_controls,-2.9100111451361643,0.05166088944037805,0.15644527564063404,3.4044814591509316,True,0.10478438620025599,3.0283116945012707
"C(redlining_grade, Treatment('rest'))[T.D]",0.12905774862152086,1.1377558260991998,0.006399803779425671,0.05586077618672591,30510,Los Angeles,CA,EarthLink,redlining_grade_controls,-1.9704471730340651,0.12234086414557546,0.13688705065338755,1.1377558260991998,True,0.014546186507812087,1.1188988373541593
