No service,Slow (<25 Mbps),Medium (25-99),Fast (100-199),Blazing (≥200),major_city,state
0.0,0.9904650295637352,0.0,0.0,0.00953497043626485,Baltimore,MD
0.0,0.03764681208053691,0.0014681208053691276,0.0,0.9608850671140939,Boston,MA
0.0,0.000774268477594606,0.004774655611833403,0.00012904474626576767,0.9943220311643062,New York City,NY
0.0,0.13076074972436605,0.0008820286659316428,0.0002205071664829107,0.8681367144432194,Newark,NJ
0.0,0.018482402031930335,0.000703011611030479,0.001678156748911466,0.9791364296081277,Philadelphia,PA
0.0,0.0017610801291458762,0.0014675667742882301,0.0,0.996771353096566,Providence,RI
0.0,0.25878618396190767,0.0012092812334668582,0.0012848613105585368,0.738719673494067,Virginia Beach,VA
0.0,0.2306878306878307,0.0017195767195767196,0.021097883597883598,0.746494708994709,Washington,DC
0.0,0.10181818181818182,0.0,0.0,0.8981818181818182,Wilmington,DE
